column0,column1,column2,column3,column4,column5,column6,column7,column8,column9,column10,column11,column12
"Johor Mentri Besar should give comprehensive statement on  what anti-corruption initiatives the Johor State Government has taken following the MACC arrest of six persons, including the son and a special officer of a senior State Exco member, over multi-million ringgit corruption in  land transactions",20170227,1 Comment,"{bruno}{28 February 2017}{9:57 am} The son and the aide of the senior exco in Johor is just the tip of the iceberg.Look at our ministers and small time politicians children.All driving high end cars and live in mansions.And these are children of politicians,who have never earn a single cent during their teenage years.",,,,,,,,,
Malaysia’s currency curbs boomerang on bond markets,20170227,1 Comment,"{Bigjoe}{28 February 2017}{7:40 am} Unless Trump messes up pretty badly like causing a trade war, the MYR is expected to depreciate further. Najib is caught between a rock and hard place because he cannot force his BNM governor to print money in condition of depreciating currency and hence interest rate is not supporting of growth which means the economy is heading for a slow down.  Unless he can find money to spend and spend heavily, the only safe option is attracting foreign investments of which none of his big projects with China or elsewhere are more publicity than real.",,,,,,,,,
The great  difference between Nik Aziz’s PAS and Hadi Awang’s PAS,20170227,2 Comments,"{Bigjoe}{27 February 2017}{12:38 pm} It simply is Fact that when you have issue with SUCH A DIVERSE RANGE OF PEOPLE – from still UMNO-like PPBM, social Democrat Amanahs, PKR multi-racial back bending over for PAS, not to mention everyone else in BN other than UMNO, as Micheal Jackson says, look at the man in the mirror..",{undertaker888}{27 February 2017}{6:17 pm} If they want to play this childish game then someone should make a banner with his face on it which says “Pelacur Negara” for sleeping with their long time nemesis.,,,,,,,,
Fully support Najib in the fight against spread of fake news – but not just by those who want to topple the government but also to cling on to power although they have lost all credibility and legitimacy,20170226,1 Comment,"{Bigjoe}{26 February 2017}{7:45 pm} It’s not just DAP, recorded on video are attacks against Husam Musa, Mat Sabu and others that are just simply lies, like FPI in Indonesia on Ahok affair.",,,,,,,,,
Hadi’s bill: A violation of the shariah,20170225,2 Comments,"{Bigjoe}{26 February 2017}{4:28 am} It’s a very complicated way of explaining what the smartest liberal critics have said about Islamism, that traditional strict interpretation like Wahabbis and Hadi’s PAS has no real future. If there is a future, it lies with the spirit of it.",{good coolie}{26 February 2017}{12:08 pm} I disagree that PAS is lifting only one part of the Syariah and importing it into the legal system. The truth is that PAS has consistently said that it intends to implemented holistic Islamic Law  in a step by step manner. AT LEAST PAS IS HONEST about implementing Islamic Law.  Not so UMNO and its Non Muslim Stooges who don’t know what to do  in the face of the call to implement Islamic Law.,,,,,,,,
An important note for 60th National Day celebrations – Najib has achieved in eight years what none of the five previous Prime Ministers had done in 52 years,20170225,1 Comment,{good coolie}{25 February 2017}{8:00 pm} That Soros/Yahudi sorok kita punya RM30 billion lah. Roma Locuta!,,,,,,,,,
The Danger of Najibizing Malaysia’s Foreign Policy,20170223,1 Comment,"{Bigjoe}{24 February 2017}{7:50 am} Najib is going to do what he is going to do on foreign policy. The constituents that need to understand it, the holdouts of UMNO/BN and the “lost sheep” Hadi’s PAS supporters cannot or will not understand or want to understand foreign policy.",,,,,,,,,
Nor Mohd Yakcop should resign or be sacked or suspended as Khazanah Nasional Deputy Chairman if the Cabinet is serious about probe into Bank Negara forex losses in the 1990s,20170223,1 Comment,{good coolie}{25 February 2017}{8:06 pm} Annuar always comes up as a saint. The truth is that he accepted the goings-on when he should have resigned from his post. Collective Ministerial responsibility means he must take responsibility for the ulat in UMNO Baru/UMNO Lama.,,,,,,,,,
"With Anwar’s support and offer of assistance, there is even less reason to delay RCI into Bank Negara forex losses more than 20 years ago, as well as probe into 1MDB and BMF scandals",20170222,1 Comment,{Bigjoe}{23 February 2017}{8:08 am} BNM forex scandal (whether with 1MDB and BMF scandal or not) when Saudi Arabia king is coming and Petronas announced a deal with Aramco in Rapid?,,,,,,,,,
Martin Jalleh: Happy Birthday!,20170222,1 Comment,"{winstony}{22 February 2017}{11:14 am} Well said, Martin Jalleh!
Happy Birthday Mr Lim.",,,,,,,,,
Enacting harsh laws makes us less Islamic,20170222,3 Comments,"{Bigjoe}{22 February 2017}{12:22 pm} The definition of Syariah is “the way to the deen”, the “deen” meaning the way of life, Islamic that is.","{undertaker888}{22 February 2017}{7:51 pm} They are like antibiotics abusers. Once it doesn’t work anymore, these goons thought that by introducing a larger dose will make it work. Otak udang.","{good coolie}{25 February 2017}{8:16 pm} Tanyalah Ahmad, Ah Chong dan Ramasamy dulu. Kan mereka sama-sama dirikan Perlembagaan Persekutuan. ",,,,,,,
Himpunan PAS RUU 355 : A Big Flop,20170221,2 Comments,"{Bigjoe}{21 February 2017}{9:43 am} The argument its only 20,000 which is more likely closer to 50,000 is really not a good argument. What these critics should have argued was even the missed target was achieved only with support from UMNO – votes that is not going to go to Hadi’s PAS.","{undertaker888}{22 February 2017}{7:58 pm} Let them enforce ruu355 if they dare to their families, relatives and cronies first. Come on, show us you are sincere.",,,,,,,,
Malaysia PM stepson’s lawyers warning to DOJ: Don’t undermine 1MDB,20170220,1 Comment,{Bigjoe}{20 February 2017}{6:58 pm} And Rosmah want to teach parenting to others?,,,,,,,,,
"My 76th birthday wish is that Malaysians will try to be more Malaysian in their thinking, outlook and response regardless of race, religion, region or culture",20170220,1 Comment,{Bigjoe}{20 February 2017}{5:25 pm} What you get is the ridiculousness of Najib’s lawyer claiming elected politicians are not public officials according to our Constitution? Where do we go from there? UMNO is a national security and cannot be removed? Islam is divine and it’s proponent are not mortals that can be questioned?,,,,,,,,,
I volunteer to speak at the UMNO/BN nation-wide roadshow on the Cabinet’s decision to set up special task force to probe Bank Negara’s forex losses more than two decades ago,20170220,2 Comments,"{good coolie}{20 February 2017}{11:14 am} Why now, after 20 years or so? Is it because Mahatir is now public enemy No.1, or at least New UMNO enemy No.1? Heh, Heh! Jawab Cik Azalina, Dondang Sayang. What will happen to the revived dusty files when Mahatir turns turtle and surrenders? Back to the drawer, to be forgotten forever?",{Bigjoe}{20 February 2017}{1:03 pm} You have better chance of Hadi Awang and Nik Abduh inviting you to speak on RUU 355 which is MORE URGENT..,,,,,,,,
RUU355’s six intolerant and fanatical practices,20170219,4 Comments,"{good coolie}{19 February 2017}{7:55 pm} Aha, what a wonderful expression: “Trojan Horse”! The biggest TJ was article 121(1)(1A). See how the civil courts timidly give up their jurisdiction in interpreting the scope of that Article of the Fed Const.","{Bigjoe}{19 February 2017}{8:28 pm} RUU is not just a ruse, it’s a LIE with dishonourable even malicious intent. There is not only no real reason for it, tolerating it is tolerating over entitlement, excuses that can lead to horrible injustice and consequences..","{good coolie}{20 February 2017}{11:21 am} The Constitution is just a peace of paper. The people give it life and take thereby take its protection. If one thinks that one does not have to respect man-made laws, change those laws. Don’t try to take back-doors to subvert the Constitution.",{good coolie}{20 February 2017}{11:22 am} “and thereby take its protection”,,,,,,
"My name is Mujahidin, I am a Muslim and I reject Hadi’s bill",20170219,3 Comments,"{Bigjoe}{19 February 2017}{4:23 pm} Why, when discussing Islam, it’s never enough to just argue the logic? Fact of matter is there is no need for capital punishment for family law and misdeameanour. RUU 355 makes no sense unless the intention is to creep into jurisdiction of criminal law and breaking the Constitution – a back door to Islamic state rather than up front.",{worldpress}{19 February 2017}{5:02 pm} Malaysia can not allow any chances the extremist claiming have won with their trick and demand – pass the private bill.,{good coolie}{20 February 2017}{11:37 am} Everyone knows that the Bill is meant to be a stepping-stone to the implementation of Islamic Law in Malaysia. That makes it the business of Non-Muslims as well as Muslims to speak on the Bill. ,,,,,,,
"Just as the grit, commitment and stamina of DAP members for a just, democratic and progressive Malaysia had defeated four major “Black Ops” to destroy the DAP in past half a century, the most ambitious “Black Ops” campaign underway against DAP will also fail",20170218,3 Comments,"{Bigjoe}{18 February 2017}{7:56 pm} The black ops is not so hard, how do you defeat the hallucination of over entitlement of religion?","{Bigjoe}{18 February 2017}{8:00 pm} Worst, the marriage of cynical addiction to corruprion, abuse of power and the hallucination of over entitlement of religion?","{winstony}{19 February 2017}{12:41 pm} Congratulations on DAP’s forthcoming 51st birthday.
It is a party that is the embodiment of the fight for justice and a Malaysian Malaysia that should prevail and worthy of the support of all Malaysians.",,,,,,,
"I am prepared to serve on public probe into government financial scandals, provided its terms of reference includes 1MDB and BMF scandals",20170217,2 Comments,{undertaker888}{18 February 2017}{3:31 pm} What does Goebbel’s daughter has to say now? What a facade.,"{good coolie}{20 February 2017}{11:40 am} Saudara LKS, wily fellow, you! That Azlina is a little naive girl compared to you.",,,,,,,,
Ministers have shown that they lack Malaysian patriotism as they are indifferent and unmoved by Malaysia’s infamy and ignominy of being regarded worldwide as a global kleptocracy as a result of 1MDB international money-laundering scandal,20170217,2 Comments,"{Bigjoe}{17 February 2017}{12:33 pm} Best line I heard this week about politicians in general,,","{Bigjoe}{18 February 2017}{8:46 am} 32% of Malays in Selangor still want Hadi Awang to be PM. Even in a developed state, the number of those that suspend logic and fact for blind faith is ridiculous. Claiming RUU 355 is about “maruah ” is not vitriolic, it is a lie. Why would you need capital punishment for family and misdemeanour law? It can only be the intention to start acting on criminal affair and breaking the Constitution. RUU 355 is a lie which is why Najib is comfortable. Hadi’s PAS are liars.",,,,,,,,
Home Minister Zahid should propose the establishment of the Independent Police Complaints and Misconduct Commission (IPCMC) in March Parliament to end  criminal police custodial deaths as the EAIC is just a toothless creature,20170216,1 Comment,{good coolie}{17 February 2017}{4:40 pm} My family or my friends are not dying in police custody because we are the honest-to-goodness type. So why should we be bothered about  investigating deaths in police custody?,,,,,,,,,
All Cabinet Ministers guilty of colossal negligence and irresponsibility of the first degree when they could set up a special task force (STF) to conduct a probe into Bank Negara forex losses more than two decades ago but dare not breathe a word on the monstrous  1MDB kleptocratic money-laundering scandal,20170216,1 Comment,{undertaker888}{17 February 2017}{10:20 am} His Goebbels is pretty much quiet on this too. The so-called 3rd force warrior fighting for justice and whatnot. He said he doesn’t work with stupid people but he thinks that people are stupid enough to be hoodwinked by him. ,,,,,,,,,
"Most ambitious “Black Ops” to destroy DAP in four decades, involving Ministers and the Prime Minister himself",20170215,1 Comment,{Bigjoe}{16 February 2017}{2:42 am} There is no low that Najib’s UMNO/ BN will not go to damage DAP and opposition. ,,,,,,,,,
Zahid should explain why security at KLIA is so lax that it could become playground for foreign agents to assassinate half-brother of North Korean leader Kim Jong Un,20170215,1 Comment,"{best4rakyat}{17 February 2017}{9:45 pm} From the beginning to now…is this just a direct way of the whole scenario on this murder?
Not yet a real picture had been established even reported news is full of ambiguity with YYY?
1.Y and who grant him or behind this double identity (as said is genuine one) by TPM.
2.Y and when or how long has he already in Malaysia?Y he needed to check-in at the e-kiosk himself?Do you think so?
3.Could it be he was so often here in Malaysia for other ‘dark’ activities and not necessary be linked with agents conspiracy from NK or other etc to be blamed?
4.Why linked to Vietnamese or Indonesian unless they too in disguise?
5.Don’t you think China and Malaysia knew or at least have a clear picture of this granting of his so-called ‘double’ identity or movement as an important man here?
Some truth may be out there and someone need to clear the truth or be answerable to Parliament of Malaysia as foreign life has been killed here!
Kit is right to response with this article.",,,,,,,,,
Both Malays and non-Malays must realise that Malaysia can only be saved from becoming a global kleptocracy and a failed and rogue state if they are prepared to make this issue the foremost political agenda in the 14GE,20170215,2 Comments,"{Bigjoe}{15 February 2017}{9:19 pm} We are an economic and materially driven society. Truth be told, most of us are capable of at least cheating for economic gain given the right circumstances. Our morality on theft is not one of the pillars of our society.","{winstony}{19 February 2017}{1:00 pm} LKS, I have always have one niggly but troubling fear that you are not putting your views across to the people who matters most.
The rural folks in West as well as East, Malaysia.
Your views are good, logical and factual; the prose admirable; but most of the time, it’s the city folks who get the benefit of your writing.
When are you going to forage into the bastions of the electorate who are the vote banks of the government?
Please let us have your comments here.",,,,,,,,
Apology to people of Malacca for the defection of one Member of Parliament and three State Assemblymen in Malacca,20170214,2 Comments,{Bigjoe}{14 February 2017}{12:53 pm} THIS does not explain why the quartet did what they did. They claimed under LKS-LGE leadership the party has deviated from its ideals and there is a “cancer” in DAP. ,"{good coolie}{20 February 2017}{11:49 am} Apologies accepted, Saudara, even though you are personally blameless in the Katak Jump incident. Now, we are waiting for Najib to apologize for corruption; Mahatir for destroying the judiciary,  Azalina for silly politicking, and UMNO Baru for being alive and kicking.",,,,,,,,
"Is UMNO such a hegemon in BN that it could disregard MCA, Gerakan, MIC and Sabah/Sarawak BN component parties as  to unilaterally  support and take over Hadi’s private member’s bill in Parliament next month?",20170213,2 Comments,"{good coolie}{13 February 2017}{2:09 pm} A large section of the Non-Malay/Non-Muslim population of Peninsular Malaysia did not support Najib’s party in the last elections. If Najib is still in control, it is because of the backing of  East Malaysian people. So Najib had made it through the “skin of his teeth”.","{Bigjoe}{14 February 2017}{11:35 am} Najib just plugged ECRL cut travel times by 60% (unrealistic given our inefficiency in implementation) when its already open news the project puts  50% in his own pocket. Hegemon? If they want it, they are single minded, the world could crash and they would still do it.",,,,,,,,
Anifah must surface to clear the air or Sabahans and Malaysians cannot be blamed for concluding that some political power play is taking place among the top  echelons of the UMNO leadership,20170211,1 Comment,"{Bigjoe}{12 February 2017}{5:00 am} Najib revealed his most basic character now by turning this discussion into racist rantings against DAP, Sdr Lim and the opposition.  At the core of him is CRUDE, extremely Self- interested, and infantily WILLFUL. So infantile is his respond, it’s seems pathological.",,,,,,,,,
DAP is both a national and a Sabah local party and will co-operate with other parties to change government in Sabah and Putrajaya to save Sabah and Malaysia,20170211,2 Comments,"{drngsc}{13 February 2017}{8:51 am} Sabahans, please wake up. It is time to get rid of the corrupt BN / DUMNO in Sabah and return Sabah to the Sabahans, You all joined Malaysia as a nation. You should not be relegated to just another state in Malaysia. Haris regrets his mistake in trusting DUMNO to develop Sabah and Labuan. Please stop the regret and do something positive for Sabah, beginning with voting out BN from Sabah, so that Sabahans can decide on the future of Sabah.","{good coolie}{20 February 2017}{11:56 am} Thanks to the brave fight put up up by DAP, PKR, and other opposition parties, UMNO Baru cannot bully Sabah and Sarawak as they have done in the past. Grip them tightly until they cry, Surrender, Surrender! Claim your rights.",,,,,,,,
Let not Malaysia gain a new world infamy and ignominy as a nation which does not know shame for becoming a global kleptocracy,20170210,2 Comments,"{Bigjoe}{11 February 2017}{1:12 am} The UMNO/BN politicians, and now Hadi’s PAS too does not know shame is obvious and have been for a while now. It’s a job requirement in fact.","{donplaypuks}{11 February 2017}{8:30 am} As per 1MDB’s audited accounts for 2013, its paid up share capital is RM1 billion and not RM1 million. Most, if not all UMNO/BN Ministers, including Najib, do not have a clue how to read and understand audited accounts and the financial information disclose therein.",,,,,,,,
"Call for new political culture of honest, moral and ethical politics in Malaysia – No politics of fear, no politics of hate and no politics of lies",20170210,1 Comment,"{good coolie}{13 February 2017}{2:16 pm} That Mahatir is right: we need the two-party system. That way,  one party can bring out the “ulat” in the other party. See what is happening in Penang. Finally, the UMNO fellows in Penang managed to latch their jaws on to the Cheap Sale Bungalow. Now, it does not matter whether there is a case, or not, for LGE to answer. At the very least, there is a lot to talk about, and to leer at.",,,,,,,,,
"Journalism a sacred duty to uphold truth, not a mere tool of the regime to perpetuate lies and falsehoods, nor a political implement to dumb down Malaysians in order to stay in power",20170209,1 Comment,"{drngsc}{9 February 2017}{10:56 pm} Globally, looks like investigative journalism is dead. Whats even worse is that journalist nowadays do not report news, they make news to make their shareholders happy. Sometimes to the point of telling lies. Mr Trump calls it fake news. Maybe a decade or two ago, they would have escape unnoticed. But in the 21sr century with the “flat world” news is available in the palm of your hand. It is so hard to get away with lying. Even now, some still persist to lie and news media owners still ask them to lie. Journalists, grow up. This is the 21st century, you cannot lie anymore. Even the people in the Felda schemes and kampongs will know that you are bluffing.",,,,,,,,,
"Salleh should remember the adage “Little knowledge is a dangerous thing” – he should seek proper schooling of the BMF, Bank Negara forex and 1MDB scandals from three tutors including Tony Pua and Chooi Mun Sou",20170208,4 Comments,"{Bigjoe}{8 February 2017}{3:19 pm} Anyone who can say 1MDB is worst than some other scandal should basically BE SHOT. Comparing it is a exercise in distraction, in irresponsibility, unaccountability. ITS BESIDES THE POINT.  POLITICS AT ITS WORST INFANTILISM IF ITS PURELY AN EXERCISE OF RELATIVITY.","{bruno}{9 February 2017}{7:02 am} Honestly,I wonder if Salleh would know the difference between a donkey and a mule?Apple polishers will always be apple polishers.The only promotion for an apple polisher is to be a janitor or shoeshine boy.","{bruno}{9 February 2017}{7:05 am} Stupid people or fools should keep their mouths shut.In other words keep their zippers under check.If they do not open their mouths,people will not know that they are stupid or are fools.","{drngsc}{9 February 2017}{10:48 pm} Those who knows, and know that they know. That is good. Beware of arrogance.
He who knows not and knows that he knows not, he is a safe fellow and will learn from the school of hard knocks.
But those who knows not and knows not that they know not. They are dangerous and a disgrace and a shame to the whole nation. It does look like Putrajaya is full of the 3rd kind. I think that as I analyse the medical evidence available in the medical literature, the was an epidermic of the Zika virus in Malaysia just after WW2. There was a pocket of patients in Putrajaya. That may explain why there are many in Putrajaya who were born with small brains and are mentally subnormal. We cannot cure them. We should replace them quickly and send them to the health sanitorium, so that they can be helped.",,,,,,
"If Najib government and Hadi’s PAS leadership are not prepared to Save Malaysia from global kleptocracy and a failed and rogue state, then ordinary Malaysians, including UMNO and PAS members, must come forward to Save Malaysia",20170208,2 Comments,"{FreeAsian}{8 February 2017}{8:26 am} Bravo, Sdr Lim Kit Siang. Continue to fight for the right and all right-thinking Malaysian citizens will continue to support you, through thick and thin. We don’t care for Najib, if he causes the downfall of UMNO/BN, but will not allow him to cause the downfall of this country that we love.",{Bigjoe}{8 February 2017}{8:30 am} So what is the real problem here? The problem is that Najib’s UMNO and Hadi’s PAS are both arguing what they think or want to be the important issue rather than actually have to debate the issue at hand. PH have met their argument and countered argued but the M.O. of both Najib’s UMNO and Hadi’s PAS is to avoid the elephant issue in the room and merely attack the opposition..,,,,,,,,
"Who is the  “master-mind”, Najib or “Rasputin”,  behind Adnan’s proposal to make Penang a federal territory – which is not only undemocratic, unconstitutional but downright unMalaysian",20170206,6 Comments,"{Bigjoe}{6 February 2017}{5:55 pm} Forget undemocratic, unlawful or even inhuman, it’s an ADMISSION OF DEFEAT to merit, to performance, to a REAL FUTURE for Malaysia, Malaysian, Malays and Muslims.","{Bigjoe}{7 February 2017}{3:35 am} Tengku Adenan is admitting there will be more 1MDBs, SRC, Scorpene scandal, Altantuya,  more Jets and Jewelry for Rosmahs, more Jho Lows, followed by more abuse of power,","{drngsc}{7 February 2017}{8:36 am} Sure looks like DUMNO wants Penang, by hook or by crook. With Kapcai Nan’s statement, look like by crook, is their preferred strategy, since they know that they cannot win it in a fair and square election.",{aaron88ong}{7 February 2017}{2:07 pm} Tak malu even dare to Federalised a well run State. Kapcai riders are most road users killed in this country.,"{undertaker888}{8 February 2017}{1:02 am} This is what you call a [email protected]/* <![CDATA[ */!function(t,e,r,n,c,a,p){try{t=document.currentScript||function(){for(t=document.getElementsByTagName('script'),e=t.length;e--;)if(t[e].getAttribute('data-cfhash'))return t[e]}();if(t&&(c=t.previousSibling)){p=t.parentNode;if(a=c.getAttribute('data-cfemail')){for(e='',r='0x'+a.substr(0,2)|0,n=2;a.length-n;n+=2)e+='%'+('0'+('0x'+a.substr(n,2)^r).toString(16)).slice(-2);p.replaceChild(document.createTextNode(decodeURIComponent(e)),c)}p.removeChild(t)}}catch(u){}}()/* ]]> */@h cheng. Corrupted to the core. Bila tak Boleh lagi menang, tumbuk la bola orang. Pondan tactics.","{good coolie}{13 February 2017}{2:23 pm} While making Penang a Federal Territory, consider making all the other states, especially Kelantan,  Federal Territory. Sabah and Sarawak may be keen on the idea, especially as they can lose more independence (“hakis” and “hakis” of right, good eh?). MAKE BRUNEI A FEDERAL TERRITORY, TOO. Then we can pay for 1 Thousand 1-MDB losses without any pain, and with a  bright smile!",,,,
"Call for a new moral and ethical political culture involving Three Noes – No politics of fear, no politics of hate and no politics of lies",20170206,2 Comments,{Bigjoe}{6 February 2017}{12:26 pm} UMNO’s FT proposal is an ADMISSION OF FUTILITY of UMNO/BN govt – an admission they can never truly compete and deliver the future of being a developed countries.,"{drngsc}{6 February 2017}{12:45 pm} DAP, please do not get arrogant and count your chickens before they are hatched. The voters are watching to see if you will stick to your principles and control the struggle. Please do not sell yourselves on the altar of convenience.
The voters are watching. Some of your recent moves are very risky and make us wonder whether you have sacrifice your principles and your struggle. We all hope that you have not.
Take nothing for granted.
Please guard against the sin of arrogance.",,,,,,,,
UMNO’s Federal Territory proposal for  Penang is admission that UMNO/Barisan Nasional have no hope of  winning back  non-Malay support and   face prospect of losing more  Malay support and more UMNO seats in 14GE,20170205,4 Comments,"{Bigjoe}{5 February 2017}{12:27 pm} Frankly, to Malays who really need help or want a real spiritually Islamic state, only DAP and Pakatan can give it to them. Neither UMNO nor Hadi’s PAS capable of delivering and truly helping the most marginalised of the Malays because of their corruption and incompetence.","{Bigjoe}{6 February 2017}{7:44 am} I am very distrubed by Muhiyiddin comment that UMNO developed this country and the Malays. The success of this country is the wisdom of the founders which Mahathir himself have admitted, the founders were the Alliance, precedent of BN, ","{drngsc}{6 February 2017}{12:32 pm} DUMNO wants Penang by hook or by crook. Since they cannot win by hook ( they have given up ), now they want to take Penang by crook. What a shame?.","{lbn}{7 February 2017}{3:06 am} The racial game should cease immediately. We shouldn’t allow crooks to run the government. We should come together as Malaysians and boot out these crooks so that our country can prosper. Malaysia, our beloved home!",,,,,,
"Let all political leaders, including Najib and his Cabinet,  make a new start to stand united stand against corruption, regardless of party affiliation or political ideologies, at the Save Malaysia Roundtable on Tuesday",20170204,2 Comments,{Justice Ipsofacto}{4 February 2017}{7:48 pm} … meanwhile somewhere in malaysia ….,"{Bigjoe}{5 February 2017}{10:53 am} At the nomination of Ranking Dari, instead of Abang Johari holding court, it was Zahid Hamidi who stood front and centre. UMNO has taken over Sarawak. Save Malaysia is in critical condition.",,,,,,,,
Donald Trump Is Spreading Racism — Not Fighting Terrorism,20170204,2 Comments,"{bruno}{4 February 2017}{10:49 am} Well,what can one expect from Donald Trump,a racist,bigot,cheat,groper in chief and statutory raper?","{bruno}{4 February 2017}{10:59 am} Donald Trump,a crazy sex maniac,does not understand how government works.Two weeks into the oval office and all there is in Washington are chaos.Because of all the crazies he has appointed in his team.There are demonstrations on a daily basis,that demonstrations are becoming a daily routine for Donald Trump’s administration.",,,,,,,,
POLL FINDS MAJORITY DISAPPROVE OF PRESIDENT TRUMP’S EXECUTIVE ORDERS,20170203,6 Comments,"{good coolie}{3 February 2017}{9:33 pm} Trump can claim that he has fulfilled all his campaign promises. If he actually fails in any of those, he can blame Congress or Senate or the civil servants (after all, he has been signing and signing so many executive orders).","{bruno}{3 February 2017}{10:54 pm} Donald Trump,being a horn dog his whole adult life,groping and kissing women by force,and being sued for statutory rape,maybe too much vice had make him cuckoo.","{bruno}{3 February 2017}{10:57 pm} Maybe Donald Trump,needs his master Putin to put him in place.Do not forget who help put him in the White House.",{bruno}{3 February 2017}{11:39 pm} A man obsessed with sex can do crazy things.,"{drngsc}{6 February 2017}{12:41 pm} Fighting the Establishment is no small task. The Establishment is very powerful. I hope that Mr Trump does not underestimate them. It is very important for the 99% that Trump destroys the establishment ( clear the swamp ) and start a new America. Return America to for the people, by the people, and of the people. Instead of for the 1% , by the 1% , and of the 1%.
Who runs the gallup polls?. The Establishment. So what do you expect. Who organise street protests?-the demon-rats. Who control the press to put out all the negative press?, the Establishment.
Go ahead Mr Trump. Make America safe again, protect fortress America and isolate America. Leave the rest of the world alone so that we can all survive without ridiculous ideas of regime change and bombs by drone. Leave the South China Sea alone. You have no business here.
Please Mr Trump, go ahead, make America great again, and leave us alone.","{good coolie}{10 February 2017}{12:16 pm} My friends look down on Merkel (Germany), Cameron (Britain), leaders of other European countries, and so many ordinary Americans, for welcoming refugees. To me, it is a wonder that Europeans and Americans can be so generous. No doubt their generosity is based on their religious beliefs. They are willing to see their Everloving Master in the hungry, the sick, the destitute and the persecuted, irrespective of “bangsa, agama or negara”.",,,,
First step to Save Malaysia from global kleptocracy is to end “global pretence” that 1MDB scandal has been resolved and ceased to be an issue,20170203,1 Comment,"{Bigjoe}{3 February 2017}{8:56 pm} But to Najib’s UMNO and Hadi’s PAS, Save Malaysia does not compare to putting on a show of “save (Malay) Muslim”, no matter how little it really mean. The are betting the drama, the show will win sentimentality enough to get their votes, no matter how fake it is.",,,,,,,,,
"In Penang State, UMNO is  losing support of  Malay voters while  DAP and Pakatan Harapan + Bersatu are gaining more support of Malay voters",20170202,2 Comments,"{Bigjoe}{2 February 2017}{4:33 pm} Just like Najib and UMNO, PAS is following the lead of Hadi Awang, slandering and scapegoating DAP. Every day Hadi Awang and PAS behaves more and more like UMNO, even getting more racist on top using religion as excuses for all they do wrong.",{bruno}{2 February 2017}{9:00 pm} Malays are doing better under the DAP led state gomen than under the BN led state gomen.How on earth is the BN led opposition going to wrest back control of Penang state?,,,,,,,,
Jewish people give Muslims key to their synagogue after town’s mosque burns down,20170202,3 Comments,"{bruno}{2 February 2017}{11:08 am} Luckily,the Jewish people in this small town,have better IQ than Donald Trump.If it is left to Donald Trump,not a single cent will be collected.","{bruno}{2 February 2017}{11:09 am} Donald Trump is a bigot,and not one to love any neighbors.","{good coolie}{10 February 2017}{12:33 pm} The Western World should be wary of racist attacks by white supremacists. Many of these people are fairly well armed, some are members of private armies. There is persecution of Westerners/Christians in some Muslim countries, but this should not be a reason to persecute Muslims in Western Countries. ",,,,,,,
How the travel crackdown is affecting North American debate on Islam,20170201,2 Comments,"{bruno}{2 February 2017}{1:46 am} Donald J Trump was born with a golden foot stuck inside his mouth.No wonder his brains do not function,and he is creating chaos into the first two weeks of his presidency.The worst is yet to come.","{bruno}{2 February 2017}{1:51 am} Donald Trump will go down in history as the worst 45th president of the US of A.What he had done in his first two weeks in office,is worst then what he did as a horny dog.",,,,,,,,
Save Malaysia Roundtable on Tunku’s 114th birthday anniversary next week best forum for Najib to start process to free Malaysia from the millstone of global kleptocracy,20170201,1 Comment,"{Bigjoe}{1 February 2017}{9:03 am} You cannot talk the Kleptocracy and Hadi’s PAS making it possible – that means talking of Traditional Political Islam. You cannot separate the two.. Even in Iran, they lament of the corruption and ineffectiveness of their Political Islam to tackle it.",,,,,,,,,
Najib’s Window Dressing Can’t Hide Malaysia’s Woes,20170201,3 Comments,"{Bigjoe}{1 February 2017}{7:36 am} In TN50 talk, Najib boast that Malaysia is no longer a developing country and that 4.2 GDP growth is the envy of developed countries BUT under him the GDP in USD terms is the real telling story. While GDP in ringgit grew 45% under him, the USD/MYR rate fell also making the USD GDP growth rate just no more than 5% – in nominal terms, after inflation, its negative..","{Bigjoe}{1 February 2017}{10:27 am} Najib and Hadi Awang deserve each other, they are two sides of the same coin, neither side we really want. They are in fact both reprehensible, untrustworthy and worst, do not have the merit to deserve even the office they have much less the ones they aspire for.  BOTH of them deserved to be relegated to the dustbin of our Malaysian history..","{good coolie}{3 February 2017}{9:49 pm} In 1984 (the novel), the protagonist’s duty is to “undo” projected targets if the government fails to achieve its targets when the time comes. Since it is proven that 2020 will not see Malaysia achieving developed status as promised by Mahathir, his party (Umno Baru) will pull in all official documents mentioning “2020” and issue new documents that have substituted for “2020”, the year “2050”.",,,,,,,
